Name,ISIN,Distribution Type,Ticker,NAV,As Of,Bid,Price As Of,Share Class Currency,AUM (M),UCITS,Domicile,OCF (%),TER,Asset Class,Sub Asset Class,Region,Location,Share Class,Market,Strategy,Investment Style,Inception Date,Fund Name,Net Assets,Shares Outstanding,ISA Eligibility,Product Methodology,Issuing Company,Benchmark Index,Benchmark Level,SIPP Availability,UK Distributor / Reporting Status,Discrete,,,,,,,,,Annualised,,,,,,,,,,Cumulative,,,,,,,,,,Calendar,,,,,,,,,Portfolio Characteristics,,,,,Characteristics,,,,,,Sustainability Characteristics (MSCI),,,
iShares Global Government Bond Index Fund (LU) Class A2 USD,LU0836513852,Accumulating,-,107.85,22/Oct/2020,-,22/Oct/2020,USD,763.12,Y,Luxembourg,0.53,-,Fixed Income,Government,Global,Broad,Class A2,Developed,-,Index,23/Oct/2012,iShares Global Government Bond Index Fund (LU),-,"38,618.61",-,-,BlackRock (Luxembourg) S.A.,FTSE World Government Bond Index,-,-,-,iShares Global Government Bond Index Fund (LU) Class A2 USD,LU0836513852,23/Oct/2012,9.19,-3.54,-1.99,7.63,6.09,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class A2 USD,LU0836513852,23/Oct/2012,6.09,6.86,3.82,3.34,-,0.89,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class A2 USD,LU0836513852,23/Oct/2012,6.60,4.51,11.91,17.87,-,7.29,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class A2 USD,LU0836513852,23/Oct/2012,-4.34,0.90,6.85,-1.34,5.37,31/Dec/2019,iShares Global Government Bond Index Fund (LU) Class A2 USD,0.00,0.00,8.78,0.00,1.65,10.45,-,8.78,-,-,A,6.27,-,-
iShares Global Government Bond Index Fund (LU) Class N2 USD,LU0839971503,Accumulating,-,110.92,22/Oct/2020,-,22/Oct/2020,USD,763.12,Y,Luxembourg,0.20,-,Fixed Income,Government,Global,Broad,Class N2,Developed,-,Index,23/Oct/2012,iShares Global Government Bond Index Fund (LU),-,"176,359.81",-,-,BlackRock (Luxembourg) S.A.,FTSE World Government Bond Index,-,-,-,iShares Global Government Bond Index Fund (LU) Class N2 USD,LU0839971503,23/Oct/2012,9.49,-3.21,-1.59,8.03,6.44,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class N2 USD,LU0839971503,23/Oct/2012,6.44,7.23,4.21,3.70,-,1.25,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class N2 USD,LU0839971503,23/Oct/2012,6.86,4.67,13.16,19.92,-,10.32,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class N2 USD,LU0839971503,23/Oct/2012,-4.03,1.21,7.19,-0.92,5.74,31/Dec/2019,iShares Global Government Bond Index Fund (LU) Class N2 USD,0.00,0.00,8.78,0.00,1.65,10.45,-,8.78,-,-,A,6.27,-,-
iShares Japan Equity Index Fund (LU) Class F2 USD,LU0836515634,Accumulating,-,179.97,23/Oct/2020,-,23/Oct/2020,USD,105.80,Y,Luxembourg,0.30,-,Equity,Large/Mid Cap,Asia Pacific,Japan,Class F2,Developed,-,Index,23/Oct/2012,iShares Japan Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI JAPAN Net ( custom 4pm LUX ),-,-,-,iShares Japan Equity Index Fund (LU) Class F2 USD,LU0836515634,23/Oct/2012,11.95,13.59,9.74,-5.55,6.14,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class F2 USD,LU0836515634,23/Oct/2012,6.14,0.13,3.23,6.95,-,7.52,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class F2 USD,LU0836515634,23/Oct/2012,-1.27,19.20,10.02,39.91,-,77.84,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class F2 USD,LU0836515634,23/Oct/2012,8.17,2.32,23.69,-13.90,19.18,31/Dec/2019,iShares Japan Equity Index Fund (LU) Class F2 USD,16.87,1.34,0.00,"42,500.01",-,0.00,-,0.00,-,-,A,6.52,89.68,-
iShares World Equity Index Fund (LU) Class A2 USD,LU0836512615,Accumulating,-,209.00,23/Oct/2020,-,23/Oct/2020,USD,"1,491.07",Y,Luxembourg,0.53,-,Equity,Large Cap,Global,Broad,Class A2,Developed,-,Index,23/Oct/2012,iShares World Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI WORLD Net ( custom 4pm LUX ),-,-,-,iShares World Equity Index Fund (LU) Class A2 USD,LU0836512615,23/Oct/2012,10.81,17.80,11.01,1.33,10.16,30/Sep/2020,iShares World Equity Index Fund (LU) Class A2 USD,LU0836512615,23/Oct/2012,10.16,5.65,7.41,10.10,-,9.36,30/Sep/2020,iShares World Equity Index Fund (LU) Class A2 USD,LU0836512615,23/Oct/2012,1.67,28.25,23.91,61.76,-,103.43,30/Sep/2020,iShares World Equity Index Fund (LU) Class A2 USD,LU0836512615,23/Oct/2012,-1.71,6.80,22.09,-9.49,27.00,31/Dec/2019,iShares World Equity Index Fund (LU) Class A2 USD,20.02,2.50,0.00,"306,760.68",1.66,0.00,-,0.00,-,-,A,6.72,160.05,-
iShares Euro Government Bd Index A2 EUR,LU0836513266,Accumulating,-,135.01,22/Oct/2020,-,22/Oct/2020,EUR,218.10,Y,Luxembourg,0.54,-,Fixed Income,Government,Europe,Broad,Class A2,Developed,-,Index,23/Oct/2012,iShares Euro Government Bond Index Fund (LU),-,"280,168.96",-,-,BlackRock (Luxembourg) S.A.,FTSE EMU Government Bond Index,-,-,-,iShares Euro Government Bd Index A2 EUR,LU0836513266,23/Oct/2012,6.42,-4.03,-0.54,11.21,0.22,30/Sep/2020,iShares Euro Government Bd Index A2 EUR,LU0836513266,23/Oct/2012,0.22,5.58,3.50,2.52,-,3.78,30/Sep/2020,iShares Euro Government Bd Index A2 EUR,LU0836513266,23/Oct/2012,3.41,2.90,10.86,13.23,-,34.27,30/Sep/2020,iShares Euro Government Bd Index A2 EUR,LU0836513266,23/Oct/2012,1.05,2.81,-0.40,0.43,6.26,31/Dec/2019,iShares Euro Government Bd Index A2 EUR,0.00,0.00,8.71,0.00,1.77,10.37,-,8.71,-,-,A,5.96,-,-
iShares Europe Equity Index F2 EUR,LU0836515550,Accumulating,-,162.90,23/Oct/2020,-,23/Oct/2020,EUR,197.22,Y,Luxembourg,0.27,-,Equity,Large/Mid Cap,Europe,Broad,Class F2,Developed,-,Index,23/Oct/2012,iShares Europe Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI EUROPE Net ( custom 4pm LUX ),-,-,-,iShares Europe Equity Index F2 EUR,LU0836515550,23/Oct/2012,1.29,17.17,2.05,5.64,-7.31,30/Sep/2020,iShares Europe Equity Index F2 EUR,LU0836515550,23/Oct/2012,-7.31,-1.05,-0.03,3.47,-,6.28,30/Sep/2020,iShares Europe Equity Index F2 EUR,LU0836515550,23/Oct/2012,-12.28,14.56,-0.08,18.59,-,62.19,30/Sep/2020,iShares Europe Equity Index F2 EUR,LU0836515550,23/Oct/2012,9.12,2.03,10.99,-10.45,26.00,31/Dec/2019,iShares Europe Equity Index F2 EUR,16.21,1.66,0.00,"68,529.78",3.58,0.00,-,0.00,-,-,AA,7.93,134.65,-
iShares Europe Equity Index N2 EUR,LU0836514157,Accumulating,-,163.29,23/Oct/2020,-,23/Oct/2020,EUR,197.22,Y,Luxembourg,0.24,-,Equity,Large/Mid Cap,Europe,Broad,Class N2,Developed,-,Index,23/Oct/2012,iShares Europe Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI EUROPE Net ( custom 4pm LUX ),-,-,-,iShares Europe Equity Index N2 EUR,LU0836514157,23/Oct/2012,1.33,17.20,2.09,5.67,-7.28,30/Sep/2020,iShares Europe Equity Index N2 EUR,LU0836514157,23/Oct/2012,-7.28,-1.02,0.00,3.50,-,6.32,30/Sep/2020,iShares Europe Equity Index N2 EUR,LU0836514157,23/Oct/2012,-12.26,14.56,0.01,18.77,-,62.58,30/Sep/2020,iShares Europe Equity Index N2 EUR,LU0836514157,23/Oct/2012,9.15,2.05,11.02,-10.42,26.04,31/Dec/2019,iShares Europe Equity Index N2 EUR,16.21,1.66,0.00,"68,529.78",3.58,0.00,-,0.00,-,-,AA,7.93,134.65,-
iShares Global Government Bond Index Fund (LU) Class F2 USD,LU0836517176,Accumulating,-,110.52,22/Oct/2020,-,22/Oct/2020,USD,763.12,Y,Luxembourg,0.23,-,Fixed Income,Government,Global,Broad,Class F2,Developed,-,Index,23/Oct/2012,iShares Global Government Bond Index Fund (LU),-,"736,354.21",-,-,BlackRock (Luxembourg) S.A.,FTSE World Government Bond Index,-,-,-,iShares Global Government Bond Index Fund (LU) Class F2 USD,LU0836517176,23/Oct/2012,9.52,-3.25,-1.69,7.95,6.40,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class F2 USD,LU0836517176,23/Oct/2012,6.40,7.18,4.13,3.65,-,1.20,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class F2 USD,LU0836517176,23/Oct/2012,6.84,4.66,12.92,19.65,-,9.93,30/Sep/2020,iShares Global Government Bond Index Fund (LU) Class F2 USD,LU0836517176,23/Oct/2012,-4.06,1.21,7.16,-1.03,5.67,31/Dec/2019,iShares Global Government Bond Index Fund (LU) Class F2 USD,0.00,0.00,8.78,0.00,1.65,10.45,-,8.78,-,-,A,6.27,-,-
iShares Japan Equity Index Fund (LU) Class A2 USD,LU0836512888,Accumulating,-,175.55,23/Oct/2020,-,23/Oct/2020,USD,105.80,Y,Luxembourg,0.58,-,Equity,Large/Mid Cap,Asia Pacific,Japan,Class A2,Developed,-,Index,23/Oct/2012,iShares Japan Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI JAPAN Net ( custom 4pm LUX ),-,-,-,iShares Japan Equity Index Fund (LU) Class A2 USD,LU0836512888,23/Oct/2012,11.62,13.25,9.41,-5.84,5.83,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class A2 USD,LU0836512888,23/Oct/2012,5.83,-0.18,2.92,6.63,-,7.19,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class A2 USD,LU0836512888,23/Oct/2012,-1.49,19.02,9.03,37.82,-,73.51,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class A2 USD,LU0836512888,23/Oct/2012,7.86,2.01,23.31,-14.16,18.82,31/Dec/2019,iShares Japan Equity Index Fund (LU) Class A2 USD,16.87,1.34,0.00,"42,500.01",-,0.00,-,0.00,-,-,A,6.52,89.68,-
iShares Japan Equity Index Fund (LU) Class N2 USD,LU0836514231,Accumulating,-,180.41,23/Oct/2020,-,23/Oct/2020,USD,105.80,Y,Luxembourg,0.26,-,Equity,Large/Mid Cap,Asia Pacific,Japan,Class N2,Developed,-,Index,23/Oct/2012,iShares Japan Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI JAPAN Net ( custom 4pm LUX ),-,-,-,iShares Japan Equity Index Fund (LU) Class N2 USD,LU0836514231,23/Oct/2012,11.99,13.62,9.77,-5.52,6.17,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class N2 USD,LU0836514231,23/Oct/2012,6.17,0.15,3.26,6.98,-,7.56,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class N2 USD,LU0836514231,23/Oct/2012,-1.25,19.21,10.11,40.12,-,78.26,30/Sep/2020,iShares Japan Equity Index Fund (LU) Class N2 USD,LU0836514231,23/Oct/2012,8.21,2.35,23.72,-13.87,19.22,31/Dec/2019,iShares Japan Equity Index Fund (LU) Class N2 USD,16.87,1.34,0.00,"42,500.01",-,0.00,-,0.00,-,-,A,6.52,89.68,-
iShares North America Equity Index Fund (LU) Class A2 USD,LU0836513001,Accumulating,-,253.87,23/Oct/2020,-,23/Oct/2020,USD,581.72,Y,Luxembourg,0.53,-,Equity,Large/Mid Cap,North America,Broad,Class A2,Developed,-,Index,23/Oct/2012,iShares North America Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI NORTH AMERICA Net ( custom 4pm LUX ),-,-,-,iShares North America Equity Index Fund (LU) Class A2 USD,LU0836513001,23/Oct/2012,14.08,16.98,16.01,2.92,15.31,30/Sep/2020,iShares North America Equity Index Fund (LU) Class A2 USD,LU0836513001,23/Oct/2012,15.31,8.94,11.25,12.94,-,12.02,30/Sep/2020,iShares North America Equity Index Fund (LU) Class A2 USD,LU0836513001,23/Oct/2012,6.19,31.90,37.69,83.75,-,146.22,30/Sep/2020,iShares North America Equity Index Fund (LU) Class A2 USD,LU0836513001,23/Oct/2012,-2.00,10.79,20.47,-6.79,30.04,31/Dec/2019,iShares North America Equity Index Fund (LU) Class A2 USD,22.35,3.51,0.00,"413,514.53",1.74,0.00,-,0.00,-,-,A,6.39,173.25,-
iShares North America Equity Index Fund (LU) Class F2 USD,LU0836515808,Accumulating,-,260.24,23/Oct/2020,-,23/Oct/2020,USD,581.72,Y,Luxembourg,0.23,-,Equity,Large/Mid Cap,North America,Broad,Class F2,Developed,-,Index,23/Oct/2012,iShares North America Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI NORTH AMERICA Net ( custom 4pm LUX ),-,-,-,iShares North America Equity Index Fund (LU) Class F2 USD,LU0836515808,23/Oct/2012,14.43,17.33,16.36,3.23,15.66,30/Sep/2020,iShares North America Equity Index Fund (LU) Class F2 USD,LU0836515808,23/Oct/2012,15.66,9.27,11.58,13.28,-,12.37,30/Sep/2020,iShares North America Equity Index Fund (LU) Class F2 USD,LU0836515808,23/Oct/2012,6.43,32.10,38.93,86.54,-,152.36,30/Sep/2020,iShares North America Equity Index Fund (LU) Class F2 USD,LU0836515808,23/Oct/2012,-1.70,11.12,20.83,-6.51,30.44,31/Dec/2019,iShares North America Equity Index Fund (LU) Class F2 USD,22.35,3.51,0.00,"413,514.53",1.74,0.00,-,0.00,-,-,A,6.39,173.25,-
iShares North America Equity Index Fund (LU) Class N2 USD,LU0836514405,Accumulating,-,260.88,23/Oct/2020,-,23/Oct/2020,USD,581.72,Y,Luxembourg,0.20,-,Equity,Large/Mid Cap,North America,Broad,Class N2,Developed,-,Index,23/Oct/2012,iShares North America Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI NORTH AMERICA Net ( custom 4pm LUX ),-,-,-,iShares North America Equity Index Fund (LU) Class N2 USD,LU0836514405,23/Oct/2012,14.47,17.36,16.39,3.26,15.69,30/Sep/2020,iShares North America Equity Index Fund (LU) Class N2 USD,LU0836514405,23/Oct/2012,15.69,9.30,11.62,13.31,-,12.41,30/Sep/2020,iShares North America Equity Index Fund (LU) Class N2 USD,LU0836514405,23/Oct/2012,6.45,32.12,39.06,86.81,-,152.97,30/Sep/2020,iShares North America Equity Index Fund (LU) Class N2 USD,LU0836514405,23/Oct/2012,-1.67,11.16,20.86,-6.48,30.48,31/Dec/2019,iShares North America Equity Index Fund (LU) Class N2 USD,22.35,3.51,0.00,"413,514.53",1.74,0.00,-,0.00,-,-,A,6.39,173.25,-
iShares World Equity Index Fund (LU) Class F2 USD,LU0836515477,Accumulating,-,214.21,23/Oct/2020,-,23/Oct/2020,USD,"1,491.07",Y,Luxembourg,0.23,-,Equity,Large Cap,Global,Broad,Class F2,Developed,-,Index,23/Oct/2012,iShares World Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI WORLD Net ( custom 4pm LUX ),-,-,-,iShares World Equity Index Fund (LU) Class F2 USD,LU0836515477,23/Oct/2012,11.14,18.15,11.34,1.64,10.49,30/Sep/2020,iShares World Equity Index Fund (LU) Class F2 USD,LU0836515477,23/Oct/2012,10.49,5.97,7.73,10.43,-,9.70,30/Sep/2020,iShares World Equity Index Fund (LU) Class F2 USD,LU0836515477,23/Oct/2012,1.89,28.45,25.04,64.20,-,108.47,30/Sep/2020,iShares World Equity Index Fund (LU) Class F2 USD,LU0836515477,23/Oct/2012,-1.43,7.12,22.45,-9.22,27.39,31/Dec/2019,iShares World Equity Index Fund (LU) Class F2 USD,20.02,2.50,0.00,"306,760.68",1.66,0.00,-,0.00,-,-,A,6.72,160.05,-
iShares Euro Government Bd Index F2 EUR,LU0836516103,Accumulating,-,138.26,22/Oct/2020,-,22/Oct/2020,EUR,218.10,Y,Luxembourg,0.24,-,Fixed Income,Government,Europe,Broad,Class F2,Developed,-,Index,23/Oct/2012,iShares Euro Government Bond Index Fund (LU),-,"246,356.74",-,-,BlackRock (Luxembourg) S.A.,FTSE EMU Government Bond Index,-,-,-,iShares Euro Government Bd Index F2 EUR,LU0836516103,23/Oct/2012,6.74,-3.74,-0.24,11.55,0.53,30/Sep/2020,iShares Euro Government Bd Index F2 EUR,LU0836516103,23/Oct/2012,0.53,5.89,3.81,2.82,-,4.09,30/Sep/2020,iShares Euro Government Bd Index F2 EUR,LU0836516103,23/Oct/2012,3.64,3.05,11.86,14.94,-,37.48,30/Sep/2020,iShares Euro Government Bd Index F2 EUR,LU0836516103,23/Oct/2012,1.36,3.11,-0.10,0.74,6.57,31/Dec/2019,iShares Euro Government Bd Index F2 EUR,0.00,0.00,8.71,0.00,1.77,10.37,-,8.71,-,-,A,5.96,-,-
iShares Euro Government Bd Index N2 EUR,LU0839963237,Accumulating,-,138.59,22/Oct/2020,-,22/Oct/2020,EUR,218.10,Y,Luxembourg,0.21,-,Fixed Income,Government,Europe,Broad,Class N2,Developed,-,Index,23/Oct/2012,iShares Euro Government Bond Index Fund (LU),-,"87,548.01",-,-,BlackRock (Luxembourg) S.A.,FTSE EMU Government Bond Index,-,-,-,iShares Euro Government Bd Index N2 EUR,LU0839963237,23/Oct/2012,6.78,-3.71,-0.22,11.57,0.56,30/Sep/2020,iShares Euro Government Bd Index N2 EUR,LU0839963237,23/Oct/2012,0.56,5.92,3.83,2.85,-,4.12,30/Sep/2020,iShares Euro Government Bd Index N2 EUR,LU0839963237,23/Oct/2012,3.67,3.07,11.95,15.10,-,37.81,30/Sep/2020,iShares Euro Government Bd Index N2 EUR,LU0839963237,23/Oct/2012,1.39,3.13,-0.06,0.76,6.60,31/Dec/2019,iShares Euro Government Bd Index N2 EUR,0.00,0.00,8.71,0.00,1.77,10.37,-,8.71,-,-,A,5.96,-,-
iShares Pacific ex Japan Eq Index N2 USD,LU0836514314,Accumulating,-,130.38,22/Oct/2020,-,22/Oct/2020,USD,261.92,Y,Luxembourg,0.24,-,Equity,Large/Mid Cap,Asia Pacific,Broad,Class N2,Developed,-,Index,24/Oct/2012,iShares Pacific ex Japan Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI PACIFIC ex JAPAN Net (Custom 4pm LUX),-,-,-,iShares Pacific ex Japan Eq Index N2 USD,LU0836514314,24/Oct/2012,19.87,13.98,3.75,3.48,-6.82,30/Sep/2020,iShares Pacific ex Japan Eq Index N2 USD,LU0836514314,24/Oct/2012,-6.82,-1.80,0.02,6.45,-,2.85,30/Sep/2020,iShares Pacific ex Japan Eq Index N2 USD,LU0836514314,24/Oct/2012,-11.62,22.03,0.05,36.68,-,24.93,30/Sep/2020,iShares Pacific ex Japan Eq Index N2 USD,LU0836514314,24/Oct/2012,-8.77,6.90,25.88,-10.44,18.01,31/Dec/2019,iShares Pacific ex Japan Eq Index N2 USD,15.02,1.50,0.00,"43,153.63",-,0.00,-,0.00,-,-,A,6.58,255.06,-
iShares Pacific ex Japan Eq Index A2 USD,LU0836512961,Accumulating,-,126.87,22/Oct/2020,-,22/Oct/2020,USD,261.92,Y,Luxembourg,0.57,-,Equity,Large/Mid Cap,Asia Pacific,Broad,Class A2,Developed,-,Index,24/Oct/2012,iShares Pacific ex Japan Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI PACIFIC ex JAPAN Net (Custom 4pm LUX),-,-,-,iShares Pacific ex Japan Eq Index A2 USD,LU0836512961,24/Oct/2012,19.47,13.60,3.41,3.14,-7.13,30/Sep/2020,iShares Pacific ex Japan Eq Index A2 USD,LU0836512961,24/Oct/2012,-7.13,-2.13,-0.32,6.10,-,2.49,30/Sep/2020,iShares Pacific ex Japan Eq Index A2 USD,LU0836512961,24/Oct/2012,-11.84,21.83,-0.94,34.43,-,21.58,30/Sep/2020,iShares Pacific ex Japan Eq Index A2 USD,LU0836512961,24/Oct/2012,-9.07,6.56,25.46,-10.74,17.61,31/Dec/2019,iShares Pacific ex Japan Eq Index A2 USD,15.02,1.50,0.00,"43,153.63",-,0.00,-,0.00,-,-,A,6.58,255.06,-
iShares Pacific ex Japan Eq Index F2 USD,LU0836515717,Accumulating,-,130.10,22/Oct/2020,-,22/Oct/2020,USD,261.92,Y,Luxembourg,0.27,-,Equity,Large/Mid Cap,Asia Pacific,Broad,Class F2,Developed,-,Index,24/Oct/2012,iShares Pacific ex Japan Equity Index Fund (LU),-,-,-,-,BlackRock (Luxembourg) S.A.,MSCI PACIFIC ex JAPAN Net (Custom 4pm LUX),-,-,-,iShares Pacific ex Japan Eq Index F2 USD,LU0836515717,24/Oct/2012,19.83,13.94,3.72,3.45,-6.84,30/Sep/2020,iShares Pacific ex Japan Eq Index F2 USD,LU0836515717,24/Oct/2012,-6.84,-1.83,-0.01,6.42,-,2.82,30/Sep/2020,iShares Pacific ex Japan Eq Index F2 USD,LU0836515717,24/Oct/2012,-11.64,22.02,-0.04,36.48,-,24.66,30/Sep/2020,iShares Pacific ex Japan Eq Index F2 USD,LU0836515717,24/Oct/2012,-8.80,6.88,25.84,-10.47,17.97,31/Dec/2019,iShares Pacific ex Japan Eq Index F2 USD,15.02,1.50,0.00,"43,153.63",-,0.00,-,0.00,-,-,A,6.58,255.06,-
iShares US Equity Index Fund (UK) Class L Acc,GB00B8KPH982,Accumulating,-,3.48,23/Oct/2020,3.48,23/Oct/2020,GBP,"1,935.84",Y,United Kingdom,0.21,-,Equity,Large/Mid Cap,North America,United States,Class L,Developed,-,Index,01/Nov/2012,iShares US Equity Index Fund (UK),"294,054,997.67","84,443,745.50",-,-,BlackRock Fund Managers Ltd,FTSE Custom USA Net of Tax Mid Day,-,-,-,iShares US Equity Index Fund (UK) Class L Acc,GB00B8KPH982,01/Nov/2012,34.35,14.98,20.65,9.27,11.11,30/Sep/2020,iShares US Equity Index Fund (UK) Class L Acc,GB00B8KPH982,01/Nov/2012,11.11,10.19,13.57,17.74,-,16.69,30/Sep/2020,iShares US Equity Index Fund (UK) Class L Acc,GB00B8KPH982,01/Nov/2012,9.20,24.87,46.49,126.27,-,239.19,30/Sep/2020,iShares US Equity Index Fund (UK) Class L Acc,GB00B8KPH982,01/Nov/2012,5.66,33.43,10.66,-0.36,26.61,31/Dec/2019,iShares US Equity Index Fund (UK) Class L Acc,22.68,3.65,0.00,"331,736.11",1.66,0.00,-,0.00,-,-,A,6.43,164.63,-
iShares Index Linked Gilt Index Fund (UK) L Acc,GB00B8B5QN46,Accumulating,-,1.84,23/Oct/2020,1.84,23/Oct/2020,GBP,"2,383.01",Y,United Kingdom,0.21,-,Fixed Income,Inflation,Europe,United Kingdom,Class L,Developed,-,Index,01/Nov/2012,iShares Index Linked Gilt Index Fund (UK),"67,690,627.61","36,702,643.74",-,-,BlackRock Fund Managers Ltd,FTSE Actuaries UK Index Linked Gilts Over 5 Years (Midday) Index,-,-,-,iShares Index Linked Gilt Index Fund (UK) L Acc,GB00B8B5QN46,01/Nov/2012,31.24,-7.53,1.25,20.36,1.40,30/Sep/2020,iShares Index Linked Gilt Index Fund (UK) L Acc,GB00B8B5QN46,01/Nov/2012,1.40,10.48,7.31,8.44,-,8.78,30/Sep/2020,iShares Index Linked Gilt Index Fund (UK) L Acc,GB00B8B5QN46,01/Nov/2012,12.97,6.45,23.57,49.96,-,94.60,30/Sep/2020,iShares Index Linked Gilt Index Fund (UK) L Acc,GB00B8B5QN46,01/Nov/2012,-1.38,27.03,2.46,-0.95,6.18,31/Dec/2019,iShares Index Linked Gilt Index Fund (UK) L Acc,0.00,0.00,23.57,0.00,0.10,24.56,-,23.57,-,-,A,6.00,-,-
iShares Mid Cap UK Equity Index Fund (UK) L Acc,GB00B89GPC17,Accumulating,-,1.99,23/Oct/2020,1.98,23/Oct/2020,GBP,608.64,Y,United Kingdom,0.21,-,Equity,Mid Cap,Europe,United Kingdom,Class L,Developed,-,Index,01/Nov/2012,iShares Mid Cap UK Equity Index Fund (UK),"14,294,534.63","7,170,241.80",-,-,BlackRock Fund Managers Ltd,FTSE Custom 250 Net Midday Index,-,-,-,iShares Mid Cap UK Equity Index Fund (UK) L Acc,GB00B89GPC17,01/Nov/2012,9.22,14.67,5.04,0.89,-12.17,30/Sep/2020,iShares Mid Cap UK Equity Index Fund (UK) L Acc,GB00B89GPC17,01/Nov/2012,-12.17,-5.86,-2.36,3.12,-,7.01,30/Sep/2020,iShares Mid Cap UK Equity Index Fund (UK) L Acc,GB00B89GPC17,01/Nov/2012,-20.61,16.15,-6.92,16.58,-,70.96,30/Sep/2020,iShares Mid Cap UK Equity Index Fund (UK) L Acc,GB00B89GPC17,01/Nov/2012,11.19,6.36,17.49,-13.24,28.83,31/Dec/2019,iShares Mid Cap UK Equity Index Fund (UK) L Acc,13.21,1.40,0.00,"1,931.02",6.32,0.00,-,0.00,-,-,AA,7.98,93.00,-
iShares 100 UK Equity Index Fund (UK) L Acc,GB00B6SV3L84,Accumulating,-,1.42,23/Oct/2020,1.41,23/Oct/2020,GBP,"1,296.42",Y,United Kingdom,0.21,-,Equity,Large Cap,Europe,United Kingdom,Class L,Developed,-,Index,01/Nov/2012,iShares 100 UK Equity Index Fund (UK),"83,434,263.07","58,764,454.99",-,-,BlackRock Fund Managers Ltd,FTSE Custom 100 Net Midday Index,-,-,-,iShares 100 UK Equity Index Fund (UK) L Acc,GB00B6SV3L84,01/Nov/2012,17.95,11.75,5.76,3.11,-18.00,30/Sep/2020,iShares 100 UK Equity Index Fund (UK) L Acc,GB00B6SV3L84,01/Nov/2012,-18.00,-8.05,-3.66,3.34,-,3.89,30/Sep/2020,iShares 100 UK Equity Index Fund (UK) L Acc,GB00B6SV3L84,01/Nov/2012,-20.05,6.09,-10.58,17.86,-,35.25,30/Sep/2020,iShares 100 UK Equity Index Fund (UK) L Acc,GB00B6SV3L84,01/Nov/2012,-1.19,18.04,11.82,-8.44,17.19,31/Dec/2019,iShares 100 UK Equity Index Fund (UK) L Acc,15.33,1.40,0.00,"43,901.43",0.87,0.00,-,0.00,-,-,AA,7.61,127.10,-
iShares Euro Government Bd Index N7 EUR,LU0852473791,Distributing,-,125.96,22/Oct/2020,-,22/Oct/2020,EUR,218.10,Y,Luxembourg,0.21,-,Fixed Income,Government,Europe,Broad,Class N7,Developed,-,Index,06/Nov/2012,iShares Euro Government Bond Index Fund (LU),-,"59,445.50",-,-,BlackRock (Luxembourg) S.A.,FTSE EMU Government Bond Index,-,-,-,iShares Euro Government Bd Index N7 EUR,LU0852473791,06/Nov/2012,6.78,-3.71,-0.21,11.58,0.56,30/Sep/2020,iShares Euro Government Bd Index N7 EUR,LU0852473791,06/Nov/2012,0.56,5.93,3.84,2.86,-,4.09,30/Sep/2020,iShares Euro Government Bd Index N7 EUR,LU0852473791,06/Nov/2012,3.67,3.08,11.97,15.13,-,37.25,30/Sep/2020,iShares Euro Government Bd Index N7 EUR,LU0852473791,06/Nov/2012,1.39,3.14,-0.07,0.76,6.61,31/Dec/2019,iShares Euro Government Bd Index N7 EUR,0.00,0.00,8.71,0.00,1.77,10.37,-,8.71,-,-,A,5.96,-,-
